,word1,word2,prediction
113,autumn,hat,-0.9419958628714085
114,autumn,sunshine,-0.6178687214851379
115,autumn,winter,-0.29096853733062744
116,award,citation,-0.8148127794265747
117,baby,treat,-1.0201854389160872
118,back,lumbar,-0.8393278270959854
119,back,shifting,-0.9341766014695168
120,bacon,bread,-0.6195394992828369
121,bacon,pepper,-0.6265637576580048
122,bacon,salad,-0.6053358912467957
123,bacon,tomato,-0.6219474673271179
124,bacon,wild,-0.9573991373181343
125,bag,cop,-0.9794077854603529
126,bag,flag,-1.0323343835771084
127,bakery,cake,-0.6138929724693298
128,bakery,vehicle,-1.0779553577303886
129,balance,gauge,-0.9859628677368164
130,banana,salad,-0.7298837304115295
131,band,guitar,-0.5892820358276367
132,band,metal,-0.5650494396686554
133,band,play,-0.909821018576622
134,band,uniform,-0.9449486397206783
135,band,vinyl,-0.7882860451936722
136,bank,smell,-1.0374802239239216
137,bankruptcy,enterprise,-0.9955184669233859
138,bar,diner,-0.7013212144374847
139,bar,ship,-1.0079930610954762
140,bar,stair,-0.9498050436377525
141,bar,sushi,-0.753910169005394
142,barn,food,-0.994602286722511
143,barrel,gallon,-0.7419990301132202
144,base,club,-0.9399255402386189
145,baseball,born,-0.9913586024194956
146,baseball,cactus,-0.9291226118803024
147,baseball,game,-0.7131585776805878
148,baseball,hockey,-0.5136033594608307
149,baseball,season,-0.7701016515493393
150,basket,dinner,-0.9284726977348328
151,basketball,lesson,-1.0157088376581669
152,basketball,squash,-0.7533563822507858
153,bat,bats,-0.24046564102172852
154,bath,bedroom,-0.48905664682388306
155,bath,floor,-0.687848836183548
156,bath,hot,-0.840554341673851
157,bath,sleep,-0.8357348144054413
158,bathroom,chamber,-1.0398446694016457
159,bay,curve,-1.0341398306190968
160,bay,harbour,-0.545314759016037
161,beach,cliff,-0.7659728527069092
162,beach,pebble,-0.6597645580768585
163,bead,chess,-0.9900065083056688
164,bead,gold,-0.7235248386859894
165,bead,redhead,-0.9920914759859443
166,beam,column,-0.9003091976046562
167,beard,hair,-0.4401205778121948
168,beat,meter,-0.9259155690670013
169,bed,candy,-1.099292978644371
170,bed,floor,-0.6776848435401917
171,bed,furniture,-0.7540648728609085
172,bed,layer,-0.942561287432909
173,bed,pillow,-0.5387094914913177
174,bed,relax,-0.8458628505468369
175,bed,sitting,-0.7670880705118179
176,bed,staircase,-0.8648545891046524
177,bedroom,canyon,-1.0030804534908384
178,bedroom,ceiling,-0.7305952906608582
179,bedroom,cell,-0.9862538781017065
180,bedroom,construction,-0.9727901313453913
181,bedroom,door,-0.840181440114975
182,bedroom,downtown,-0.954178974032402
183,bedroom,room,-0.48542726039886475
184,bedroom,stair,-0.8556591719388962
185,bedroom,staircase,-0.7297525703907013
186,beef,chicken,-0.41142767667770386
187,beef,lamb,-0.46367692947387695
188,beef,pepper,-0.7708636969327927
189,beef,potato,-0.6892033815383911
190,beer,patio,-0.8932715281844139
191,beer,wild,-1.0619131438434124
192,being,characters,-0.9332450926303864
193,believe,week,-1.0338608250021935
194,belly,black,-0.961442805826664
195,belly,dance,-0.7614634335041046
196,belly,dark,-0.9981161792529747
197,belly,field,-1.083613745868206
198,belly,stripe,-0.9604697600007057
199,bench,game,-0.901292160153389
200,benefited,get,-0.9826844148337841
201,bent,double,-0.8982308730483055
202,bent,inclination,-0.7734538316726685
203,berlin,germany,-0.3560534715652466
204,berry,blossom,-0.7132606506347656
205,berry,bright,-0.8856382593512535
206,berry,dessert,-0.7791261076927185
207,berry,ivy,-0.873590424656868
208,berry,raspberry,-0.3860388398170471
209,berry,seed,-0.8546151518821716
210,berry,sweet,-0.8720498234033585
211,bias,prejudice,-0.4781060814857483
212,bible,misty,-1.124287061393261
213,bicycle,green,-0.8947280794382095
214,bigger,large,-0.5473140776157379
215,bike,chopper,-0.6438047587871552
216,bikini,ivy,-0.9746810887008905
217,bin,cup,-0.969800440594554
218,bird,cock,-0.9938609185628593
219,bird,dragonfly,-0.6289503574371338
220,bird,flamingo,-0.656785398721695
221,bird,goose,-0.7320065498352051
222,bird,insect,-0.6233738660812378
223,bird,reptile,-0.6765480637550354
224,bird,shade,-0.93790727481246
225,bird,solid,-1.0571831725537777
226,bishop,priest,-0.36921387910842896
227,bishop,radical,-0.963252667337656
228,bishop,wine,-0.9528343416750431
229,bit,curb,-1.0516000799834728
230,bit,tool,-0.9697942025959492
231,bitter,taste,-0.6877080798149109
232,black,blue,-0.45517677068710327
233,black,bright,-0.7634081095457077
234,black,brown,-0.4676426649093628
235,black,cigarette,-0.9413387626409531
236,black,juvenile,-0.9336736276745796
237,black,skirt,-0.8209862411022186
238,black,white,-0.25039196014404297
239,blast,smashing,-0.673786073923111
240,blaze,pig,-0.989428280852735
241,blessing,patronage,-0.8114739954471588
242,blizzard,rash,-1.004970540292561
243,block,hinder,-0.8651211112737656
244,blonde,haircut,-0.7698426395654678
245,blonde,wig,-0.707533448934555
246,bloom,flower,-0.466852068901062
247,bloom,friend,-1.0686613395810127
248,bloom,plant,-0.6351276338100433
249,bloom,purple,-0.7438007891178131
250,blossom,bud,-0.5987889170646667
251,blossom,cherry,-0.5775665640830994
252,blossom,daisy,-0.6521461009979248
253,blossom,foliage,-0.7460017204284668
254,blossom,orange,-0.7477366924285889
255,blossom,petal,-0.47217899560928345
256,blossom,purple,-0.748643547296524
257,blow,contact,-1.0533496849238873
258,blow,swat,-0.9373598769307137
259,blowing,smoking,-0.7700374126434326
260,blue,colour,-0.6199274659156799
261,blue,happy,-0.941338911652565
262,blue,report,-0.9147350192070007
263,blue,shade,-0.7368556559085846
264,blue,skirt,-0.8508985638618469
265,blues,rhythm,-0.6190837323665619
266,blur,focus,-0.7031994462013245
267,blur,metro,-0.9953145128674805
268,board,deal,-0.9341530352830887
269,boardwalk,park,-0.6880549788475037
270,boast,complain,-0.8070023208856583
271,boat,negro,-1.0397704057395458
272,boat,shore,-0.5616295337677002
273,bold,forward,-0.9112581834197044
274,bold,leader,-0.9685985147953033
275,bone,skull,-0.5657503008842468
276,book,building,-0.9538071677088737
277,book,smoking,-1.0173286758363247
278,booklet,reference,-0.8634791970252991
279,boot,kick,-0.7956433296203613
280,boot,punch,-1.011706866323948
281,bootleg,produce,-0.9564757458865643
282,bootleg,whiskey,-0.7989663332700729
283,born,construction,-1.0239406675100327
284,born,mother,-0.6400513052940369
285,born,subway,-1.0366599410772324
286,bottle,wine,-0.4708259105682373
287,bound,line,-1.0019022191409022
288,bound,skirt,-0.899456113576889
289,bowling,wheel,-0.9601838402450085
290,boxer,stair,-1.0266979802399874
291,boxing,hit,-1.0035067740827799
292,boy,hand,-0.9206046015024185
293,boy,live,-1.0263476837426424
294,bracelet,jewelry,-0.3366568684577942
295,bracelet,mountain,-1.0658927857875824
296,brain,head,-0.7442177534103394
297,brake,click,-0.9657622240483761
298,branch,tea,-0.9549391902983189
299,brass,executive,-0.9244111329317093
300,brazil,nut,-0.7980924248695374
301,brazil,triple,-1.0136281345039606
302,bread,bun,-0.6511433124542236
303,bread,cooking,-0.72130486369133
304,bread,cover,-1.0009573820861988
305,bread,dessert,-0.6626337766647339
306,bread,egg,-0.7023471295833588
307,bread,medicine,-0.9780460391193628
308,break,glittering,-1.0401998050510883
309,break,scattered,-0.9668905362486839
310,breakfast,diner,-0.6613951325416565
311,breakfast,evening,-0.7035606503486633
312,breakfast,lunch,-0.3909614682197571
313,breakfast,makeup,-1.0302599240094423
314,breakfast,morning,-0.5399460792541504
315,breakfast,people,-0.9828199595212936
316,breakfast,relax,-0.7809837758541107
317,brick,cement,-0.551137238740921
318,brick,construction,-0.7557361125946045
319,brick,skyscraper,-0.7639771401882172
320,bride,photographer,-0.7955483049154282
321,bright,dark,-0.6001824140548706
322,bright,fruit,-0.8829863741993904
323,bright,mist,-0.9794284533709288
324,bright,raspberry,-0.8655686378479004
325,bright,shade,-0.7192464172840118
326,bright,sky,-0.5544625818729401
327,bring,presenting,-0.9464670643210411
328,bring,return,-0.7767823040485382
329,broadcast,packet,-0.7352264225482941
330,bronze,sculpture,-0.4989055395126343
331,bronze,suspicion,-1.0511856265366077
332,brown,green,-0.5779443085193634
333,brown,hawk,-0.9378564953804016
334,brown,purple,-0.5917701423168182
335,brown,white,-0.5405526161193848
336,brussels,sweden,-0.7351952791213989
337,bucket,water,-0.7662089616060257
338,bud,flower,-0.6794872581958771
339,bud,ivy,-0.8160736262798309
340,budget,fund,-0.7338166534900665
341,budget,scale,-0.9275529384613037
342,bug,insect,-0.5731854140758514
343,building,cafe,-0.9295504838228226
344,building,construction,-0.5083149671554565
345,building,downtown,-0.72207111120224
346,building,floor,-0.6893380284309387
347,building,ministry,-0.9340166449546814
348,building,tall,-0.8516859114170074
349,building,zombie,-1.0357317179441452
350,burger,cooking,-0.930237665772438
351,burger,dessert,-0.843144103884697
352,burger,salad,-0.5892527401447296
353,burger,soup,-0.7334894835948944
354,burn,fire,-0.5749810636043549
355,burn,ripple,-0.9659103415906429
356,bus,rail,-0.6470459699630737
357,business,railway,-0.9340444728732109
358,butter,stick,-0.7596313804388046
359,butterfly,caterpillar,-0.6446915864944458
360,butterfly,dragonfly,-0.36875617504119873
361,butterfly,glittering,-0.9021346792578697
362,button,sticker,-0.9520413093268871
363,cafe,child,-1.0309034176170826
364,cafe,coffee,-0.4500586986541748
365,cafe,dinner,-0.746407151222229
366,cafe,donut,-0.7739785313606262
367,cafe,lunch,-0.6247372925281525
368,cafe,pub,-0.6088052093982697
369,cafe,reflection,-0.985818381421268
370,cafe,relax,-0.8067771196365356
371,cafe,shop,-0.5218867063522339
372,cafe,spiral,-1.1012324392795563
373,cake,christmas,-0.7086125314235687
374,call,meeting,-0.9078123196959496
375,call,statement,-0.8930685445666313
376,call,telephone,-0.47838395833969116
377,camel,desert,-0.6513496339321136
378,camp,camp,-0.0
379,campaign,conspiracy,-0.8872122019529343
380,can,sketch,-0.9914708994328976
381,candidate,republic,-0.9349018931388855
382,canine,dog,-0.3104168176651001
383,canyon,landscape,-0.8218440115451813
384,canyon,river,-0.6171010136604309
385,car,insurance,-0.5724039971828461
386,car,pig,-1.0092919878661633
387,car,skull,-0.975242592394352
388,card,playing,-0.889252170920372
389,card,see,-0.9895846294239163
390,carrier,carrier,-0.0
391,carrier,traveler,-0.8137996345758438
392,carrier,vehicle,-0.8744097948074341
393,carrot,memorial,-1.0469438917934895
394,carrot,salad,-0.5837870836257935
395,cart,wagon,-0.847193256020546
396,cartoon,wit,-1.0086747407913208
397,case,clients,-0.8972137793898582
398,cast,cast,-0.0
399,cast,shoot,-0.9328352138400078
400,castle,patio,-0.9671922661364079
401,castle,ruin,-0.8078390955924988
402,cat,garden,-1.0077857389114797
403,catch,catching,-0.25771546363830566
404,catch,hooks,-0.8038816750049591
405,catching,perceive,-0.9802049547433853
406,catching,playing,-0.8892134353518486
407,category,flavor,-0.9627286717295647
408,catering,loan,-1.066586211323738
409,caterpillar,paint,-1.0102003831416368
410,cathedral,step,-0.9898547986522317
411,cattle,goat,-0.5402133166790009
412,cattle,web,-1.057175423949957
413,cautious,film,-1.0195688027888536
414,ceiling,marble,-0.6322706341743469
415,ceiling,mug,-1.0385953821241856
416,ceiling,room,-0.6232024729251862
417,ceiling,staircase,-0.5404264032840729
418,ceiling,wall,-0.47555452585220337
419,cell,membrane,-0.6740262806415558
420,cemetery,grave,-0.41793233156204224
421,cemetery,memorial,-0.4564315676689148
422,center,center,-0.0
423,center,refer,-1.0053412117995322
424,century,period,-0.6432456076145172
425,century,temperature,-0.961722619831562
426,ceramic,floor,-0.8623543530702591
427,chance,fortune,-0.793411135673523
428,chance,opportunity,-0.4565269947052002
429,chance,ring,-1.0181427542120218
430,change,laundering,-1.0212289653718472
431,change,transforming,-0.836276039481163
432,change,yielding,-1.0471656508743763
433,channel,sound,-0.8439542353153229
434,chaos,death,-0.8092022240161896
435,chapel,porch,-0.8103542327880859
436,chapel,ruin,-0.9415795281529427
437,charcoal,fuel,-0.7764039039611816
438,charge,damage,-0.8588583767414093
439,charge,sentence,-0.8506213873624802
440,checked,checked,-0.0
441,cheer,musician,-1.1088629364967346
442,cheese,food,-0.7717563956975937
443,cheetah,flame,-0.9396140985190868
444,chemical,intermediate,-0.894263356924057
445,chemistry,patient,-1.0206851717084646
446,cherry,fruit,-0.5533435344696045
447,cherry,grape,-0.6082670390605927
448,cherry,lamb,-1.0028679163660854
449,cherry,meat,-1.0132370414212346
450,cherry,orange,-0.7212330102920532
451,cherry,raspberry,-0.45646727085113525
452,chess,family,-1.0424795374274254
453,chess,toy,-0.9171037003397942
454,chicken,lamb,-0.5256295502185822
455,chicken,poultry,-0.45627671480178833
456,chief,guru,-0.7744653671979904
457,child,lad,-0.9095427542924881
458,child,street,-1.02382455393672
459,chile,plate,-0.9178518429398537
460,chocolate,rock,-1.0327339172363281
461,choice,option,-0.4928615689277649
462,chopper,poppy,-0.9311277642846107
463,chord,play,-0.8793177232146263
464,christmas,valentine,-0.45003676414489746
465,church,porch,-0.856492280960083
466,church,temple,-0.6908054649829865
467,circle,oval,-0.6322807967662811
468,circle,sport,-1.0639557242393494
469,city,round,-0.9754485413432121
470,city,ruin,-0.9464386738836765
471,city,sidewalk,-0.8675509244203568
472,city,square,-0.8361274152994156
473,city,urban,-0.5589554905891418
474,class,sex,-1.0076453615911305
475,cliff,coast,-0.7709203064441681
476,cliff,harbour,-0.787570133805275
477,cliff,waterfall,-0.6938719153404236
478,clinic,session,-0.8166331946849823
479,clock,timer,-0.47676199674606323
480,close,short,-0.7667528986930847
481,closed,closed,-0.0
482,closed,state,-0.9324735775589943
483,closed,up,-0.843149945139885
484,closing,closing,-0.0
485,closing,finale,-0.8529267758131027
486,clothes,short,-0.9736526608467102
487,cloud,energy,-0.9223306998610497
488,club,hockey,-0.8189702928066254
489,club,shirt,-0.8405355513095856
490,clubhouse,pop,-1.0272408556193113
491,clue,parish,-1.0486113801598549
492,coast,scenery,-0.7579322159290314
493,coast,sunk,-0.7848800718784332
494,coast,zebra,-0.9972782672848552
495,coat,resurfacing,-1.0209672451019287
496,coat,roof,-0.9023367762565613
497,cock,penis,-0.467768132686615
498,cocktail,garage,-1.002197895431891
499,cocktail,restaurant,-0.7987417876720428
500,coffee,meeting,-0.8583957850933075
501,coffee,tea,-0.4271926283836365
502,coin,gold,-0.5679826736450195
503,coin,silver,-0.5775365233421326
504,coin,ticket,-0.8689964860677719
505,cold,mist,-0.7833128124475479
506,cold,rain,-0.6305055022239685
507,cold,silver,-1.0285227112472057
508,cold,sunny,-0.6025868058204651
509,cold,sunshine,-0.7263355255126953
510,cold,water,-0.6979551017284393
511,cold,weather,-0.5920571386814117
512,cold,winter,-0.463736355304718
513,coldness,cool,-0.8450219035148621
514,collage,exhibition,-0.7000221610069275
515,collage,paint,-0.7278976738452911
516,collage,sculpture,-0.6496390998363495
517,collage,stream,-1.0170719362795353
518,collapse,shock,-0.7329390645027161
519,collar,tiger,-0.989201907068491
520,collect,collect,-0.0
521,collect,scrape,-0.7087726593017578
522,collection,library,-0.6771155595779419
523,collection,packet,-0.9813209250569344
524,color,quality,-0.8411523848772049
525,color,wash,-0.8752650916576385
526,colorful,outfit,-0.8937559500336647
527,colorful,shot,-1.0172786954790354
528,colorful,toy,-0.8846893757581711
529,colorful,wood,-1.0265888571739197
530,colors,emblem,-0.8617075085639954
531,colour,grey,-0.5649156868457794
532,colour,shade,-0.6181170046329498
533,comfort,relief,-0.8108513206243515
534,comment,mention,-0.7935904115438461
535,commercial,manufacture,-0.8607882708311081
536,commitment,guarantee,-0.6588872969150543
537,communication,theater,-0.9904758799821138
538,compact,short,-0.8759658262133598
539,company,distributor,-0.5825568735599518
540,compartment,stalls,-0.9383865632116795
541,compatible,software,-0.7830748111009598
542,competes,race,-0.8062765747308731
543,compound,enhance,-0.9650856181979179
544,compound,whole,-1.0922499373555183
545,computer,lab,-0.7292702496051788
546,computer,number,-0.972354780882597
547,computer,platform,-0.9577645286917686
548,computer,railway,-1.0305028520524502
549,concentration,focus,-0.9042004942893982
550,concert,jazz,-0.6819058656692505
551,concert,sing,-0.6151642799377441
552,concerts,settle,-1.0968916192650795
553,conclusion,judgment,-0.6456628441810608
554,conclusion,situation,-0.7641052603721619
555,concoct,request,-0.9999006980578997
556,concrete,interior,-0.9127122312784195
557,concrete,pin,-1.025279076769948
558,cone,palm,-0.9503784663975239
559,congress,sex,-1.0014051120961085
560,connection,keyboard,-0.9473238699138165
561,consequences,position,-1.0695380046963692
562,consistency,phase,-0.952427364885807
563,construction,downtown,-0.8615740388631821
564,construction,interior,-0.7287599742412567
565,contact,print,-0.937270388007164
566,control,driving,-0.8783749714493752
567,cooking,dessert,-0.7672039866447449
568,cooking,eat,-0.8143726140260696
569,cooking,food,-0.5826590061187744
570,cooking,frozen,-0.9402900598943233
571,cooking,salad,-0.7918553799390793
572,cool,cool,-0.0
573,cool,jazz,-0.9618397206068039
574,cool,state,-1.0486293733119965
575,cop,dirty,-0.9240604192018509
576,cop,music,-1.065743051469326
577,cop,ruin,-1.0135301379486918
578,cord,eclipse,-1.0900835171341896
579,corn,pepper,-0.7908626049757004
580,cost,price,-0.4217744469642639
581,costume,halloween,-0.43758565187454224
582,costume,radiation,-1.0226469207555056
583,cottage,patio,-0.7953669726848602
584,council,minister,-0.784464493393898
585,count,investigation,-1.0059962044470012
586,count,number,-0.7019608616828918
587,counter,furniture,-0.9199360460042953
588,counter,negative,-0.8570992648601532
589,couple,family,-0.8359466046094894
590,couple,makeup,-1.0495747849345207
591,couple,race,-1.0241114012897015
592,cousin,relation,-0.9719188641756773
593,cover,feather,-0.973055049777031
594,cover,sleeve,-0.7175769805908203
595,covering,skin,-0.8424041271209717
596,cowboys,ranch,-0.6514891982078552
597,crack,cracking,-0.5586183071136475
598,cracking,noise,-0.8634185791015625
599,cracking,sound,-0.8876933604478836
600,craft,game,-0.9998870146810077
601,crane,stair,-0.8623770922422409
602,crash,swing,-0.9402140974998474
603,creation,stitch,-0.9334791526198387
604,credit,flap,-0.9237929135560989
605,credit,foundation,-1.0194955673068762
606,crew,unit,-0.870597317814827
607,critic,reviewers,-0.5543152391910553
608,crochet,family,-1.002802673028782
609,crochet,jewelry,-0.7965558618307114
610,crochet,knitting,-0.24494415521621704
611,cross,mug,-0.9684868901968002
612,cross,post,-0.9469632208347321
613,cross,pub,-1.006224354263395
614,cross,shopping,-0.9289110898971558
615,crush,push,-0.8374170362949371
616,crush,split,-0.8076678812503815
617,crystal,spiral,-0.9192829802632332
618,cube,dice,-0.7881776243448257
619,cup,handbag,-0.9806663990020752
620,curb,smother,-0.9154694229364395
621,curb,train,-0.992608122061938
622,current,flow,-0.906058058142662
623,cut,gore,-0.9495943263173103
624,cute,fashion,-0.8682036995887756
625,cute,friend,-0.8650465458631516
626,cute,fun,-0.5874503254890442
627,cute,haircut,-0.8635476380586624
628,cylinder,pen,-0.9009984508156776
629,daisy,foliage,-0.8653303980827332
630,daisy,grass,-0.844476118683815
631,daisy,petal,-0.5923302173614502
632,dance,hotel,-1.0421770066022873
633,dandelion,foliage,-0.7821125835180283
634,dandelion,grass,-0.6983633637428284
635,dandelion,petal,-0.6943630278110504
636,danger,status,-0.9347489103674889
637,dark,flamingo,-1.148773193359375
638,dark,pod,-0.9735157899558544
639,dark,white,-0.6332898736000061
640,dashboard,protection,-0.9489782080054283
641,daughter,graphic,-0.9928506789728999
642,daughter,pub,-1.0508371740579605
643,dawn,day,-0.7229704260826111
644,day,glide,-0.9946949151344597
645,day,horse,-0.9361112341284752
646,day,independence,-0.9230106994509697
647,day,night,-0.5406424701213837
648,day,sunny,-0.7732542455196381
649,day,sunset,-0.7345781326293945
650,day,weather,-0.8014726340770721
651,dead,sidewalk,-0.9600057676434517
652,deaf,people,-0.8337608426809311
653,death,funeral,-0.5558808743953705
654,decision,option,-0.8039990961551666
655,decoration,tulip,-0.9122327268123627
656,defeat,ending,-0.8196841329336166
657,defeated,people,-1.0439477376639843
658,degree,quantity,-0.9154822677373886
659,demand,supply,-0.625696212053299
660,demolition,interior,-0.9434683285653591
661,demolition,skyscraper,-0.6803410649299622
662,demolition,tall,-0.9847688591107726
663,desert,mountain,-0.6324109435081482
664,deserve,merit,-0.6462123990058899
665,deserve,want,-0.6953926086425781
666,design,graphic,-0.5855935513973236
667,design,orange,-1.0303416196256876
668,designation,recognition,-0.6327155530452728
669,designs,intend,-0.9446019008755684
670,dessert,head,-1.0782788395881653
671,dessert,salad,-0.5784761607646942
672,determination,selection,-0.8586985170841217
673,development,twist,-1.0486094169318676
674,diamond,parade,-1.0401396825909615
675,diamond,short,-1.0935245156288147
676,diamond,stencil,-0.979754013940692
677,difficulty,problem,-0.6278932392597198
678,digit,toe,-0.8437438756227493
679,dilute,market,-0.9634597413241863
680,dinner,sitting,-0.8517514914274216
681,dinner,sleep,-0.8398769646883011
682,direction,direction,-0.0
683,direction,traveling,-0.823575034737587
684,dirt,racing,-0.6551246643066406
685,dirt,road,-0.6699115633964539
686,dirt,sand,-0.604926198720932
687,dirty,dude,-0.9007977694272995
688,dirty,rabbit,-1.0081741428002715
689,dirty,washing,-0.7295037806034088
690,discharge,spread,-1.0549841448664665
691,discipline,discipline,-0.0
692,disk,dot,-1.0285594910383224
693,display,stick,-1.0007200188119896
694,dissipate,isolate,-0.8625996708869934
695,distinction,sword,-0.9809201899915934
696,distinguish,medal,-0.9862165842205286
697,distinguish,sex,-0.9962161085568368
698,disturbance,upset,-0.7791699767112732
699,diversion,skiing,-1.0140264369547367
700,dock,herb,-0.890744261443615
701,dog,husky,-0.5728557109832764
702,dog,secretary,-1.1033742353320122
703,doll,new,-0.9888139674440026
704,dome,interior,-0.7748060524463654
705,dome,uniform,-1.0495953746140003
706,donut,panda,-0.9445260614156723
707,door,interior,-0.7007547318935394
708,door,porch,-0.7131882011890411
709,door,room,-0.7486185133457184
710,downtown,field,-1.085681900382042
711,downtown,hockey,-0.9436539597809315
712,downtown,ruin,-0.9774715974926949
713,downtown,shopping,-0.6912595927715302
714,downtown,subway,-0.6952669024467468
715,drag,drawing,-0.8886065185070038
716,dragon,drop,-0.9896194040775299
717,dragonfly,frog,-0.5911172032356262
718,dragonfly,insect,-0.5624250173568726
719,draw,draw,-0.0
720,draw,entertainer,-1.0376843884587288
721,dress,match,-0.9135552421212196
722,dress,neckline,-0.5422229468822479
723,dress,outfit,-0.48449939489364624
724,dressing,patch,-0.9690149277448654
725,drill,implement,-0.9475221112370491
726,drink,turn,-1.0323956608772278
727,dripping,hot,-0.766031414270401
728,dripping,round,-0.9297136813402176
729,dripping,wet,-0.5751621425151825
730,drive,drive,-0.0
731,drive,operate,-0.8448176980018616
732,drop,drop,-0.0
733,drop,measure,-0.8729329407215118
734,drop,sink,-0.9078072309494019
735,dropping,dropping,-0.0
736,drought,time,-0.9214915335178375
737,drug,reflection,-1.0763967409729958
738,drug,sing,-1.0672297477722168
739,drug,wolf,-1.056171789765358
740,dude,fun,-0.8933994397521019
741,dude,hanging,-0.9428070560097694
742,dude,sitting,-0.9352455884218216
743,dude,smile,-0.9458286203444004
744,dusk,hummingbird,-0.8372960537672043
745,dusk,misty,-0.6121061742305756
746,dye,kiss,-1.0258332062512636
747,eagle,feather,-0.7462337017059326
748,ear,organ,-0.847066193819046
749,earn,make,-0.7416068613529205
750,ease,relaxation,-0.7420570254325867
751,ease,rest,-0.9027103260159492
752,east,israel,-0.851243793964386
753,easter,preference,-1.110863871872425
754,eat,rabbit,-0.9477129839360714
755,eat,soup,-0.7711674869060516
756,eat,truck,-1.0230730436742306
757,educated,learned,-0.8156969100236893
758,effects,effects,-0.0
